question_id,answers,paragraph_id
21890,['10.0'],5038
21891,['adding bonus plus the execution and then adding those two together to get the final score'],5038
21892,[],5038
21893,[],5038
21894,['1970s'],5039
21895,"['the double rings, the stick, the rope, and the clubs']",5039
21896,['Groups do not use any apparatus'],5039
21897,"['November 27–29, 2003']",5039
21898,[],5039
21899,[],5039
21900,[],5039
21901,[],5039
21902,"['γυμνός (gymnos) meaning ""naked""']",5040
21903,['because athletes in ancient times exercised and competed without clothing'],5040
21904,['1570s'],5040
21905,[],5040
21906,[],5040
21907,[],5040
21908,['1954'],5041
21909,['Nadia Comăneci'],5041
21910,"['1976 Summer Olympics held in Montreal, Canada']",5041
21911,[],5041
21912,[],5041
21913,[],5041
21914,['both single leg and double leg work'],5042
21915,"['by swinging his body over the horse, or landing after a handstand']",5042
21916,[],5042
21917,[],5042
21918,['landing'],5043
21919,"['the lower extremities such as: cartilage lesions, ligament tears, and bone bruises/fractures']",5043
21920,['proper technique must be used by the gymnast'],5043
21921,"['soft, meaning the knee and hip joints are at greater than 63 degrees of flexion']",5043
21922,[],5043
21923,[],5043
21924,[],5043
21925,['build-up phase during which the gymnast jumps repeatedly to achieve height'],5044
21926,['two preliminary routines'],5044
21927,[],5044
21928,[],5044
21929,[],5044
21930,[],5044
21931,[],5044
21932,['fiberglass covered in wood laminate'],5045
21933,"['the bars were prone to breaking,']",5045
21934,"[""They've been moved increasingly further apart""]",5045
21935,[],5045
21936,[],5045
21937,[],5046
21938,[],5046
21939,[],5046
21940,[],5046
21941,['Sport Aerobics'],5047
21942,"['the performance of routines by individuals, pairs, trios or groups up to 6 people, emphasizing strength, flexibility, and aerobic fitness']",5047
21943,['7x7m'],5047
21944,['Routines generally last 60–90 seconds depending on age of participant and routine category'],5047
21945,[],5047
21946,[],5047
21947,[],5047
21948,[],5047
21949,['of both genders and are not separated into age divisions'],5048
21950,['1939'],5048
21951,['Gymnastics for All'],5048
21952,[],5048
21953,[],5048
21954,[],5048
21955,[],5048
21956,[],5048
21957,"['Gymnastics is a sport involving the performance of exercises requiring strength, flexibility, balance and control']",5049
21958,['Each country has its own national governing body (BIW) affiliated to FIG'],5049
21959,['Competitive artistic gymnastics'],5049
21960,"['vault, uneven bars, balance beam, and floor exercise.']",5049
21961,[],5049
21962,[],5049
21963,['to what is considered modern gymnastics'],5050
21964,"['parallel bars, rings and high bar']",5050
21965,[],5050
21966,[],5050
21967,[],5050
21968,[],5050
21969,['2006'],5051
21970,['difficulty score'],5051
21971,['1.00 deduction'],5051
21972,['what elements they perform'],5051
21973,[],5051
21974,[],5051
21975,[],5051
21976,[],5051
21977,[],5051
21978,['the bare floor or mats such as wrestling mats'],5052
21979,"['springs or foam blocks generally called a ""spring"" floor']",5052
21980,['up to 90 seconds'],5052
21981,[],5052
21982,[],5052
21983,[],5052
21984,[],5053
21985,[],5053
21986,[],5053
21987,[],5053
21988,"[""both Men's artistic gymnastics and wushu martial arts""]",5054
21989,['improving physical strength and health'],5054
21990,"['tumbling, strength, power, and martial arts skills are the main focus']",5054
21991,['1000'],5054
21992,[],5054
21993,[],5054
21994,[],5054
21995,[],5054
21996,['five'],5055
21997,['Real Madrid'],5055
21998,['jeered the Royal March'],5056
21999,['23 June 1929'],5056
22000,['Gamper'],5056
22001,['Real Madrid'],5057
22002,['Francisco Franco'],5057
22003,['European Footballer of the Year'],5057
22004,['1974'],5057
22005,['1998'],5058
22006,['1999'],5058
22007,['Primera División'],5058
22008,['77'],5059
22009,['Copa del Rey final'],5059
22010,['Valencia'],5059
22011,['Aleix Vidal'],5059
22012,['Barcelona'],5060
22013,['Espanyol'],5060
22014,['Barcelona'],5060
22015,['1951'],5060
22016,['Athletic Bilbao'],5061
22017,['continental treble'],5061
22018,['five'],5061
22019,['five'],5062
22020,['three'],5062
22021,['Josep Sunyol'],5063
22022,['martyr'],5063
22023,['four'],5064
22024,['passing style'],5064
22025,['Frank Rijkaard'],5065
22026,['international'],5065
22027,['Ronaldinho'],5065
22028,['Manchester United'],5066
22029,['sextuple'],5066
22030,['2012'],5067
22031,['100'],5067
22032,['Lionel Messi'],5067
22033,['11 May 2013'],5067
22034,['2015'],5068
22035,['director of football'],5068
22036,['Football Area Technical Commission'],5068
22037,"['1,335']",5069
22038,['penyes'],5069
22039,['over 90 million'],5069
22040,['Pope John Paul II'],5069
22041,['Borussia Dortmund'],5069
22042,['Blanc-i-blaus'],5070
22043,['Spanish football fans'],5070
22044,['multinational nature'],5070
22045,['Crown of Aragon'],5071
22046,['laurel'],5071
22047,['1910'],5071
22048,['Carles Comamala'],5071
22049,['Catalan'],5071
22050,"['20,000']",5072
22051,['Camp de Les Corts'],5072
22052,"['60,000']",5072
22053,['1950'],5072
22054,"['""undisciplined"" Catalanism']",5073
22055,['regional nationalism'],5073
22056,['Catalan'],5073
22057,['Club de Fútbol Barcelona'],5073
22058,['June 1982'],5074
22059,['Real Madrid'],5074
22060,['penalties'],5074
22061,['1899'],5075
22062,['Joan Gamper'],5075
22063,['$3.16 billion'],5075
22064,['1902'],5076
22065,['1908'],5076
22066,['Barcelona'],5077
22067,['police'],5077
22068,['Paco Aguilar'],5077
22069,['Real Madrid'],5078
22070,['Copa del Generalísimo'],5078
22071,['Fairs Cup'],5078
22072,['Franco'],5078
22073,['Futbol Club Barcelona'],5078
22074,['Boixos Nois'],5079
22075,['left-wing separatism'],5079
22076,['skinheads'],5079
22077,"[""Núñez's presidency""]",5079
22078,['large-scale arrests'],5079
22079,['without trophies'],5080
22080,['Real Madrid'],5080
22081,['Diego Maradona'],5080
22082,['UEFA Super Cup'],5081
22083,['74'],5081
22084,['Josep Guardiola'],5081
22085,['April 2014'],5082
22086,"['CHF 450,000']",5082
22087,['August'],5082
22088,['sign players'],5082
22089,['Sevilla FC'],5083
22090,['River Plate'],5083
22091,['Al Ahly SC'],5083
22092,['180'],5083
22093,['Santiago Bernabéu Stadium'],5084
22094,['3–0'],5084
22095,['second victory'],5084
22096,['standing ovation'],5084
22097,['Arsenal'],5084
22098,['dictatorships'],5085
22099,['joining Barça'],5085
22100,['blaugrana'],5085
22101,"[""'More than a club'""]",5085
22102,['Sandro Rosell'],5086
22103,['61.35%'],5086
22104,"['57,088']",5086
22105,['Real Madrid'],5086
22106,['1918'],5087
22107,['Falangists'],5087
22108,['derbi'],5087
22109,['less political'],5087
22110,['474'],5088
22111,['Four'],5088
22112,['445'],5088
22113,['César Rodríguez'],5088
22114,['La Liga'],5089
22115,['Atlético Madrid'],5089
22116,['UNICEF'],5090
22117,['€1.5 million'],5090
22118,['UN International Aid Target'],5090
22119,['financial sponsorships'],5090
22120,['El Clásico'],5091
22121,['rival regions'],5091
22122,['political and cultural'],5091
22123,['meet UEFA criteria'],5092
22124,['inscribe their name'],5092
22125,['popular'],5092
22126,['Santiago Bernabéu'],5092
22127,"['99,354']",5092
22128,['revolutionary'],5093
22129,"[""Catalonia's new arrivals""]",5093
22130,['Hispania'],5094
22131,['Joan Gamper'],5094
22132,['yellow and orange'],5094
22133,['196'],5095
22134,['La Liga'],5095
22135,['June 1950'],5095
22136,['1954'],5095
22137,['Archbishop of Barcelona Gregorio Modrego'],5095
22138,['Barcelona'],5096
22139,['7'],5096
22140,['three'],5096
22141,['youth academy'],5096
22142,['four'],5097
22143,['1910'],5097
22144,['1914'],5097
22145,['Josep Lluís Núñez'],5098
22146,['1978'],5098
22147,['members of Barcelona'],5098
22148,['wages and discipline'],5098
22149,['Real Madrid'],5099
22150,['hostile'],5099
22151,['decline'],5099
22152,['Joan Gaspart'],5099
22153,['two-year'],5100
22154,['between €81 to €94 million'],5100
22155,['FIFA Disciplinary Committee'],5100
22156,['25%'],5101
22157,"['100,000']",5101
22158,"['170,000']",5101
22159,['Alfredo di Stéfano'],5102
22160,['1960s'],5102
22161,['Match of The Century'],5102
22162,['500 million'],5102
22163,['Madrid'],5102
22164,['fourth'],5103
22165,['second'],5103
22166,['2009'],5104
22167,['single year'],5104
22168,['Barcelona'],5104
22169,['Barcelona'],5104
22170,['Melbourne Airport (also called Tullamarine Airport)'],5105
22171,['Southern Cross Station'],5105
22172,['Melbourne'],5105
22173,['Australia'],5105
22174,['Port of Melbourne'],5105
22175,['Southern Cross Station'],5105
22176,['Australia'],5105
22177,['Tullamarine Airport'],5105
22178,['Melbourne Airport (also called Tullamarine Airport)'],5105
22179,['Port of Melbourne'],5105
22180,['Flinders Street Station'],5105
22181,['Melbourne'],5105
22182,['Between 1836 and 1842'],5106
22183,['675'],5106
22184,['The British Colonial Office'],5106
22185,['five'],5106
22186,['1845'],5106
22187,['Between 1836 and 1842'],5106
22188,['1860'],5107
22189,['gold mining'],5107
22190,['wool'],5107
22191,['1860'],5107
22192,['wool'],5107
22193,['smallpox'],5107
22194,['80%'],5107
22195,['Oceania'],5108
22196,['large natural bay of Port Phillip'],5108
22197,"['4,347,955 as of 2013']",5108
22198,['Melburnians'],5108
22199,['Melbourne'],5108
22200,['31'],5108
22201,"['4,347,955']",5108
22202,['Melburnians'],5108
22203,"['16 small ""land banks"" and building societies collapsed, and 133 limited companies']",5109
22204,['1893.'],5109
22205,['133'],5109
22206,['Australian'],5109
22207,['tent city'],5110
22208,['Melbourne Chinatown'],5110
22209,['second half of the nineteenth century'],5110
22210,['1880'],5111
22211,['Exhibition Building'],5111
22212,['four seasons in one day'],5112
22213,['21 July 1869'],5112
22214,['46.4 °C (115.5 °F)'],5112
22215,['7 February 2009'],5112
22216,['Eureka Tower'],5113
22217,['The Rialto'],5113
22218,['closed'],5113
22219,['Southbank'],5113
22220,['industries and property market'],5114
22221,"['Southbank, Port Melbourne, Melbourne Docklands and more recently, South Wharf']",5114
22222,['three'],5114
22223,['high population growth'],5115
22224,['increased'],5115
22225,['middle and outer-ring'],5115
22226,['medium-density and high-density'],5115
22227,['1847'],5116
22228,['1927'],5116
22229,['Victoria'],5116
22230,['2002'],5117
22231,['2020'],5117
22232,['William Pitt'],5118
22233,"[""Charles D'Ebro and Richard Speight""]",5118
22234,['2006'],5118
22235,['second largest'],5118
22236,"[""Van Diemen's Land""]",5119
22237,['John Batman'],5119
22238,"['600,000']",5119
22239,['eight'],5119
22240,['2 September 1835'],5119
22241,['quarter acre home and garden'],5120
22242,['high-density'],5120
22243,['low density'],5120
22244,['public buildings'],5121
22245,['gold rush'],5121
22246,['Melbourne Writers Festival'],5122
22247,['set in Melbourne'],5122
22248,['Melbourne'],5122
22249,['writers and poets'],5122
22250,['1888'],5123
22251,['1887'],5123
22252,['1889'],5123
22253,['fifth year in a row'],5124
22254,['Melbourne'],5124
22255,['six'],5125
22256,['fourth'],5125
22257,['1958'],5126
22258,['Chadstone Shopping Centre'],5126
22259,['CBD and St Kilda Road'],5126
22260,['1956'],5127
22261,['1837'],5128
22262,['the Hoddle Grid'],5128
22263,['13 April 1837'],5128
22264,['Batmania'],5128
22265,['less affected'],5129
22266,['property market'],5129
22267,['Brisbane and Perth'],5129
22268,['Melbourne @ Five Million strategy'],5129
22269,['Two'],5130
22270,['NAB and ANZ'],5130
22271,['Scoresby'],5130
22272,['Ford Australia'],5130
22273,['1861'],5131
22274,['the Burke and Wills statue'],5131
22275,['68.1%'],5132
22276,['Chinese'],5132
22277,"['70,000']",5132
22278,['more affordable housing and cost of living'],5132
22279,['spring and summer'],5133
22280,['cold fronts'],5133
22281,['Cfb'],5133
22282,['changeable'],5133
22283,"[""Melbourne's location situated on the boundary of the very hot inland areas and the cool southern ocean""]",5133
22284,['fears that beaches and marine wildlife could be affected'],5134
22285,"['350,000']",5134
22286,"['septic systems, as well as litter']",5134
22287,['Bolte'],5135
22288,['Hoddle Street'],5135
22289,['car-dominated'],5135
22290,['declining'],5135
22291,['16'],5136
22292,['Flinders Street Station'],5136
22293,['Flinders Street Station'],5136
22294,['2013–2014'],5136
22295,['Deakin University'],5137
22296,"[""'provide policy and planning advice for the delivery of education""]",5137
22297,['Victorian Department of Education and Early Childhood Development (DEECD)'],5137
22298,['Victoria'],5138
22299,['addressing and postal purposes'],5138
22300,['48.6'],5139
22301,['9.5 °C (49.1 °F) to 11.7 °C (53.1 °F)'],5139
22302,['Parliament House in Spring Street'],5140
22303,['state government'],5140
22304,['1 by 1⁄2 mile (1.61 by 0.80 km)'],5141
22305,['Royal Arcade'],5141
22306,['Flinders Street Station'],5142
22307,"['Wright, Reed & Beaver']",5142
22308,['Australian rules football and cricket'],5143
22309,['Docklands Stadium'],5143
22310,['Nine'],5143
22311,['five'],5143
22312,['The Port of Melbourne'],5144
22313,['South Yarra'],5144
22314,['two million'],5144
22315,['The Port of Melbourne'],5144
22316,['Port Phillip Bay'],5144
22317,"['60,000']",5145
22318,['Sydney'],5145
22319,['1.88 million'],5145
22320,['larger levels of internal migration losses assumed for Sydney'],5146
22321,['2037 or 2039'],5146
22322,['two'],5146
22323,['Pavilion'],5147
22324,['1841'],5147
22325,['East End Theatre District'],5147
22326,['Three'],5148
22327,['Six'],5148
22328,['transmitters at Mount Dandenong and South Yarra'],5148
22329,['Hybrid digital/print media'],5148
22330,['June 2014'],5149
22331,['Melbourne Ice and Melbourne Mustangs'],5149
22332,['Yarra'],5149
22333,['Etihad Stadium'],5149
22334,['Melbourne United'],5149
22335,['CityLink'],5150
22336,"['9,000']",5151
22337,"['7,900']",5151
22338,"['12,400']",5151
22339,['Melbourne'],5152
22340,['in and around Melbourne'],5152
22341,['Television shows'],5152
22342,['Melbourne'],5152
22343,['four'],5153
22344,['Melbourne Airport'],5153
22345,['Melbourne Airport'],5153
22346,['Buses and taxis'],5153
22347,['Flinders Street Station'],5154
22348,['25%'],5154
22349,['7.6%'],5154
22350,['1999'],5154
22351,['Melbourne Water'],5155
22352,['the Victorian Government'],5155
22353,['Thomson River Dam'],5155
22354,['Victorian Alps'],5155
22355,['60%'],5155
22356,['gold'],5156
22357,['Ballarat and Geelong'],5156
22358,"['three-quarters, from 25,000 to 40,000 inhabitants']",5156
22359,['1865'],5156
22360,['9 May 1901'],5157
22361,['1989 to 1992'],5158
22362,['Melbourne'],5158
22363,['Adelaide'],5158
22364,['Kennett'],5158
22365,['Little River'],5159
22366,['Geelong'],5159
22367,['Melbourne'],5159
22368,['improved significantly'],5160
22369,"['Drought in Victoria, low rainfalls and high temperatures']",5160
22370,['Bracks Government'],5160
22371,['150 billion litres'],5160
22372,['five'],5161
22373,['Moomba'],5161
22374,['just under two million'],5161
22375,['The Story of the Kelly Gang'],5162
22376,['Melbourne'],5162
22377,['perceived promotion of crime'],5162
22378,['1912'],5162
22379,['1959'],5162
22380,['Free standing dwellings with relatively large gardens'],5163
22381,"['finance, manufacturing, research, IT, education, logistics, transportation and tourism']",5164
22382,['BHP Billiton'],5164
22383,['Melbourne'],5164
22384,['Melbourne'],5165
22385,['Thessaloniki'],5165
22386,['Smith'],5165
22387,['Swinburne University'],5166
22388,['Monash'],5166
22389,['The University of Melbourne'],5166
22390,['a coalition of leading Australian tertiary institutions offering comprehensive and leading education'],5166
22391,['ABC Triple J and youth run SYN'],5167
22392,"['Triple J, and similarly PBS and Triple R']",5167
22393,['JOY 94.9'],5167
22394,['SEN 1116'],5167
22395,['classical'],5167
22396,['176.9 million'],5168
22397,"['1,763']",5168
22398,['almost 300'],5168
22399,['24 December 1166'],5169
22400,['Eleanor of Aquitaine'],5169
22401,['Eleanor'],5170
22402,['Geoffrey'],5170
22403,['Eleanor'],5170
22404,['6 April 1199'],5171
22405,['John'],5171
22406,['Westminster'],5171
22407,['1202'],5172
22408,['Count of Poitou'],5172
22409,['vis et voluntas'],5173
22410,['divine majesty'],5173
22411,['12th century'],5173
22412,['royal schizophrenia'],5173
22413,['sudden change in prices'],5174
22414,['13th century'],5174
22415,['1204 and 1205'],5174
22416,['carrying out a radical overhaul of the coinage'],5174
22417,['John'],5175
22418,['1189'],5175
22419,['John'],5175
22420,['Isabella of Angoulême'],5176
22421,['downright mean'],5176
22422,['1207 and 1215'],5176
22423,['five children'],5176
22424,['1202'],5177
22425,['1209'],5177
22426,['1215'],5177
22427,['Henry III'],5177
22428,['Baronial unrest in England'],5178
22429,['1206'],5178
22430,['to meet John'],5178
22431,['Normandy and Anjou'],5179
22432,['travelling library of books'],5180
22433,['John'],5180
22434,['biting and gnawing his fingers'],5180
22435,['13 July 1205'],5181
22436,['a dispute with Pope Innocent III'],5181
22437,['historian Ralph Turner'],5181
22438,['1185'],5182
22439,['Richard'],5183
22440,['dysentery'],5183
22441,['John'],5183
22442,['1184'],5183
22443,"['1,000']",5184
22444,['Bulla Aurea'],5184
22445,['assert that his brother was dead'],5185
22446,['Duke of Austria'],5185
22447,['1194'],5185
22448,['Longchamp'],5186
22449,['October 1191'],5186
22450,['England'],5186
22451,['organise peace talks with the rebel barons'],5187
22452,['August 1200'],5188
22453,['France'],5189
22454,['Baldwin IX of Flanders and Renaud of Boulogne'],5189
22455,['May 1200'],5189
22456,['John Softsword'],5189
22457,['he marched south to deal with the challenge of the coming invasion'],5190
22458,['Falaise'],5191
22459,['Mirebeau'],5192
22460,['William de Roches'],5192
22461,['tenuous'],5192
22462,['Louis'],5193
22463,['Magna Carta'],5193
22464,['1259'],5193
22465,['acquiring the large sums of money needed'],5194
22466,['1189'],5194
22467,['administration of justice'],5195
22468,['potential of the royal legal process to raise fees'],5195
22469,['1940s'],5196
22470,['Vivian Galbraith'],5196
22471,"['40,000']",5197
22472,['the king to rely on his own men at the expense of the barons'],5198
22473,['securing England'],5199
22474,['1181'],5199
22475,['one'],5199
22476,['use Poitou as a base of operations'],5200
22477,['Treaty of Norham'],5201
22478,['the equivalent of a papal declaration of war'],5202
22479,['those clergy unwilling to conduct services'],5202
22480,"['100,000']",5202
22481,['the Capetian court in Paris'],5203
22482,['England'],5203
22483,['March 1208'],5203
22484,['Roche-au-Moine'],5204
22485,['The local Angevin nobles'],5204
22486,['1214'],5205
22487,"['Emperor Otto, Renaud of Boulogne and Count Ferdinand of Flanders']",5205
22488,['rebels'],5206
22489,['Rochester Castle'],5206
22490,['Llywelyn the Great'],5206
22491,['isolate the rebel barons in London'],5206
22492,['rebel barons'],5207
22493,['Innocent'],5207
22494,"[""First Barons' War""]",5207
22495,['October 1216'],5208
22496,['as he crossed one of the tidal estuaries'],5208
22497,['September 1216'],5209
22498,"[""King's Lynn""]",5209
22499,['Alexander II'],5209
22500,['Tudor historians'],5210
22501,"[""John Speed's Historie of Great Britaine""]",5210
22502,['Claude Rains'],5211
22503,"['Richard of Devizes, William of Newburgh, Roger of Hoveden and Ralph de Diceto']",5212
22504,['unsympathetic'],5212
22505,['Islam'],5212
22506,['The Downfall and The Death of Robert Earl of Huntington'],5213
22507,['proto-Protestant martyr'],5213
22508,['Contemporary chroniclers'],5214
22509,['Jim Bradbury'],5214
22510,['Western'],5214
22511,['Aquitaine'],5215
22512,['the daughter and heiress of Humbert III of Savoy'],5215
22513,"['Chinon, Loudun and Mirebeau']",5215
22514,['1195'],5216
22515,['malevolentia'],5216
22516,['John'],5216
22517,['Hugh of Lusignan'],5217
22518,['a key Poitou noble family'],5217
22519,['contempt'],5217
22520,"[""Philip's forces""]",5218
22521,['eleven'],5219
22522,['1194'],5219
22523,['The Jews'],5219
22524,['1207'],5219
22525,['married noblewomen'],5220
22526,['five'],5220
22527,['None'],5220
22528,['50'],5221
22529,['1209 and 1212'],5221
22530,['William of Wrotham'],5221
22531,['Wales'],5222
22532,['1211'],5222
22533,['1212'],5223
22534,['French invasion'],5223
22535,['London'],5224
22536,['a crusader'],5224
22537,['November'],5225
22538,['Alexander II of Scotland'],5225
22539,['north side of London and East Anglia'],5225
22540,['1232'],5226
22541,['Worcester Cathedral'],5226
22542,['King Philip II of France'],5227
22543,['baronial revolt'],5227
22544,['Capetian'],5227
22545,['Poitiers'],5228
22546,['his father'],5229
22547,['1175'],5229
22548,['Henry'],5229
22549,['Eleanor'],5230
22550,['defensive potential of castles'],5231
22551,['William de Roches'],5232
22552,['southern flank weakening'],5232
22553,['Arthur'],5232
22554,['sophisticated system of administration'],5233
22555,['the Treasury and the Exchequer'],5233
22556,['Henry I and Henry II'],5233
22557,['several groups of followers'],5234
22558,['senior officials and agents of the king'],5234
22559,['their uncivilised behaviour'],5234
22560,['impious'],5235
22561,"[""John's offerings to the poor""]",5235
22562,['focused on building up his financial and military resources'],5236
22563,['Otto IV'],5236
22564,['John de Gray'],5237
22565,['Canterbury chapter'],5237
22566,['Peter des Roches'],5238
22567,"[""The failure of John's French military campaign""]",5238
22568,['15 June 1215'],5239
22569,['twenty-five'],5239
22570,['May 1216'],5240
22571,['due to the risks of open battle'],5240
22572,['end of the summer'],5240
22573,['1214'],5241
22574,['Alexander II of Scotland'],5241
22575,['five'],5241
22576,['Henry III'],5241
22577,"[""John's numerous faults""]",5242
22578,['a less effective general'],5242
22579,['expensive'],5243
22580,['Wintel'],5243
22581,[],5243
22582,[],5243
22583,[],5243
22584,['64 kilobytes (kB)'],5244
22585,['fewer RAM chips than the Lisa'],5244
22586,['memory slots'],5244
22587,[],5244
22588,[],5244
22589,[],5244
22590,['$2.5 million'],5245
22591,"['""Test Drive a Macintosh""']",5245
22592,['just over four years and ten months'],5246
22593,"[""Macintosh Programmer's Workshop""]",5246
22594,['cooperative multitasking'],5246
22595,['HyperCard and MultiFinder'],5246
22596,[],5246
22597,[],5246
22598,[],5246
22599,[],5246
22600,[],5246
22601,"['US$9,900']",5247
22602,['two'],5247
22603,[],5247
22604,[],5247
22605,[],5247
22606,[],5247
22607,['the Apple Industrial Design Group'],5248
22608,['Apple Industrial Design Group'],5248
22609,[],5248
22610,[],5248
22611,[],5248
22612,['Mac OS 8'],5249
22613,['the clone line'],5249
22614,['significant financial losses'],5249
22615,['USD$36 million'],5249
22616,[],5249
22617,[],5249
22618,[],5249
22619,['replacement'],5250
22620,['Pascal'],5250
22621,['Mac OS X'],5250
22622,['Aqua'],5250
22623,[],5250
22624,['8 GB'],5251
22625,['Thunderbolt'],5251
22626,['October 2005'],5251
22627,['8 GB'],5251
22628,['Intel x86-64'],5251
22629,['two'],5251
22630,['up to 10 gigabits per second.'],5251
22631,[],5251
22632,[],5251
22633,[],5251
22634,['boot into Mac OS and then to hand over control to a Mac OS-based bootloader application'],5252
22635,['Open Firmware-based PCI Macs'],5252
22636,['EFI'],5252
22637,[],5252
22638,['Regis McKenna'],5253
22639,['John Sculley'],5253
22640,['a mystique'],5253
22641,[],5253
22642,[],5253
22643,[],5253
22644,[],5253
22645,['Compaq'],5254
22646,['struggled'],5254
22647,[],5254
22648,[],5254
22649,[],5254
22650,[],5254
22651,[],5254
22652,['2.06'],5255
22653,['research firms'],5255
22654,['16%'],5255
22655,[],5255
22656,[],5255
22657,[],5255
22658,['the Macintosh II'],5256
22659,['The Macintosh SE'],5256
22660,['high voltage'],5256
22661,[],5256
22662,[],5256
22663,[],5256
22664,['the success of the iPod and the iPhone'],5257
22665,['iCloud cloud service'],5257
22666,"[""Apple's own iPhone""]",5257
22667,['iPhone and iPad'],5257
22668,[],5257
22669,[],5257
22670,[],5257
22671,[],5257
22672,['LC'],5258
22673,['only one'],5258
22674,['considerably lower'],5258
22675,[],5258
22676,[],5258
22677,[],5258
22678,[],5258
22679,['2006'],5259
22680,['MacBook Pro'],5259
22681,['Glass'],5259
22682,['environmentally friendly'],5259
22683,[],5259
22684,[],5259
22685,[],5259
22686,[],5259
22687,['Jef Raskin'],5260
22688,['an Apple employee'],5260
22689,['for legal reasons'],5260
22690,[],5260
22691,[],5260
22692,[],5260
22693,[],5260
22694,[],5260
22695,['US$1.5 million'],5261
22696,['Macintosh 128K'],5261
22697,"['""more successful than the Mac itself.""']",5261
22698,[],5261
22699,[],5261
22700,[],5261
22701,['1997'],5262
22702,['Apple Inc.'],5262
22703,['original Macintosh computer'],5262
22704,['integral graphical user'],5262
22705,['Since 1998'],5262
22706,[],5262
22707,[],5262
22708,[],5262
22709,[],5262
22710,['Macintosh'],5263
22711,"[""Mac, Apple's LaserWriter printer, and Mac-specific software like Boston Software's MacPublisher""]",5263
22712,[],5263
22713,[],5263
22714,[],5263
22715,[],5263
22716,['September 1979'],5264
22717,[],5264
22718,[],5264
22719,[],5264
22720,['3.36 million'],5265
22721,['9.3%'],5265
22722,"['Lenovo, HP, Dell and Acer']",5265
22723,[],5265
22724,[],5265
22725,[],5265
22726,[],5265
22727,['Claris'],5266
22728,"['""Pro"" series']",5266
22729,['Claris Resolve'],5266
22730,['AppleWorks'],5266
22731,['1998'],5266
22732,[],5266
22733,[],5266
22734,[],5266
22735,[],5266
22736,['MacWrite and MacPaint'],5267
22737,['This was a time-consuming task'],5267
22738,['1984'],5267
22739,['1985'],5267
22740,['insulting its own potential customers'],5267
22741,[],5267
22742,[],5267
22743,[],5267
22744,[],5267
22745,['Apple'],5268
22746,['Hewlett Packard'],5268
22747,['Dell'],5268
22748,[],5268
22749,[],5268
22750,[],5268
22751,[],5268
22752,['memory'],5269
22753,['larger-capacity chips'],5269
22754,['the logic board'],5269
22755,[],5269
22756,[],5269
22757,"[""they infringed Apple's copyrighted GUI""]",5270
22758,['against Apple'],5270
22759,['GUIs in general'],5270
22760,"['the use of rectangular, overlapping, and resizable windows']",5270
22761,[],5270
22762,[],5270
22763,[],5270
22764,['confused potential buyers'],5271
22765,['Macintosh clones'],5271
22766,['cheaper hardware'],5271
22767,[],5271
22768,[],5271
22769,[],5271
22770,['early 2001'],5272
22771,['DVD-ROM and DVD-RAM drives'],5272
22772,['Steve Jobs'],5272
22773,['Power Mac G4 Cube'],5272
22774,[],5272
22775,[],5272
22776,[],5272
22777,['Macintosh Portable'],5273
22778,['1989'],5273
22779,['a color screen'],5273
22780,[],5273
22781,[],5273
22782,[],5273
22783,['Darwin and NEXTSTEP'],5274
22784,['everyone running Snow Leopard or later'],5274
22785,['most Macs from 2007 and later'],5274
22786,['Mavericks'],5274
22787,['2013'],5274
22788,[],5274
22789,[],5274
22790,[],5274
22791,['Power Mac G4 Cube'],5275
22792,['too expensive'],5275
22793,['earlier perception'],5275
22794,['July 2001'],5275
22795,['one third of expectations'],5275
22796,[],5275
22797,[],5275
22798,[],5275
22799,['early 2011'],5276
22800,['an increasing problem'],5276
22801,['the removal'],5276
22802,"['100,000']",5276
22803,[],5276
22804,[],5276
22805,[],5276
22806,['slightly over 14%'],5277
22807,['a higher-income demographic'],5277
22808,[],5277
22809,[],5277
22810,[],5277
22811,[],5277
22812,['a component shortage'],5278
22813,['cut prices'],5278
22814,['Apple USA head'],5278
22815,['May 1990'],5278
22816,[],5278
22817,[],5278
22818,[],5278
22819,[],5278
22820,['CRT displays'],5279
22821,['the education market'],5279
22822,['relatively bulky and somewhat outdated'],5279
22823,['the iPod portable music player and iTunes music download service'],5279
22824,[],5279
22825,[],5279
22826,[],5279
22827,['seven out of ten'],5280
22828,['The use of Intel microprocessors'],5280
22829,"[""Intel's latest CPUs""]",5280
22830,[],5280
22831,[],5280
22832,[],5280
22833,[],5280
22834,['its multiple consumer-level desktop models'],5281
22835,['2011'],5281
22836,['Mac Mini and Mac Pro'],5281
22837,[],5281
22838,[],5281
22839,[],5281
22840,[],5281
22841,[],5281
22842,['over a personality conflict with Jobs'],5282
22843,['Jobs'],5282
22844,['Apple stock options'],5282
22845,['Xerox PARC'],5282
22846,[],5282
22847,[],5282
22848,[],5282
22849,[],5282
22850,['Only about ten'],5283
22851,['79'],5283
22852,['two'],5283
22853,[],5283
22854,[],5283
22855,['$5500'],5284
22856,['The Macintosh II'],5284
22857,[],5284
22858,[],5284
22859,[],5284
22860,[],5284
22861,['Macintosh'],5285
22862,['the average user'],5285
22863,['a component shortage'],5285
22864,['Apple USA head Allan Loren'],5285
22865,[],5285
22866,[],5285
22867,[],5285
22868,[],5285
22869,['Intel chips'],5286
22870,['a generation'],5286
22871,['1994'],5286
22872,[],5286
